"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","1383"
"Male","1310"
"","2693"
"Chhetri",""
"Female","2049"
"Male","1782"
"","3831"
"Dalit Others",""
"Female","11"
"Male","5"
"","16"
"Damai/Dholi",""
"Female","337"
"Male","296"
"","633"
"Gharti/Bhujel",""
"Female","90"
"Male","73"
"","163"
"Gurung",""
"Female","309"
"Male","254"
"","563"
"Hajam/Thakur",""
"Female","6"
"Male","8"
"","14"
"Kami",""
"Female","572"
"Male","507"
"","1079"
"Limbu",""
"Female","3460"
"Male","2926"
"","6386"
"Magar",""
"Female","113"
"Male","100"
"","213"
"Majhi",""
"Female","15"
"Male","21"
"","36"
"Mallaha",""
"Female","3"
"Male","9"
"","12"
"Musalman",""
"Female","13"
"Male","8"
"","21"
"Newar",""
"Female","650"
"Male","546"
"","1196"
"Others",""
"Female","28"
"Male","28"
"","56"
"Rai",""
"Female","160"
"Male","148"
"","308"
"Sanyasi/Dasnami",""
"Female","16"
"Male","9"
"","25"
"Sarki",""
"Female","216"
"Male","184"
"","400"
"Sherpa",""
"Female","186"
"Male","153"
"","339"
"Tamang",""
"Female","913"
"Male","728"
"","1641"
"Tharu",""
"Female","13"
"Male","9"
"","22"
"Yakkha",""
"Female","7"
"Male","5"
"","12"
