"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","209"
"Cow Dung","4"
"Electricity","0"
"Kerosene","10"
"LP Gas","56"
"Not stated","6"
"Others","2"
"Wood/Firewood","2711"
"Total","2998"
