"Population by Five Years Age Group","Number"
"0-4",""
"Female","795"
"Male","793"
"10-14",""
"Female","1200"
"Male","1174"
"15-19",""
"Female","1075"
"Male","811"
"20-24",""
"Female","798"
"Male","337"
"25-29",""
"Female","681"
"Male","289"
"30-34",""
"Female","550"
"Male","283"
"35-39",""
"Female","468"
"Male","259"
"40-44",""
"Female","414"
"Male","309"
"45-49",""
"Female","408"
"Male","324"
"50-54",""
"Female","349"
"Male","325"
"55-59",""
"Female","305"
"Male","279"
"5-9",""
"Female","1008"
"Male","1063"
"60-64",""
"Female","253"
"Male","254"
"65-69",""
"Female","184"
"Male","181"
"70-74",""
"Female","109"
"Male","140"
"75+",""
"Female","147"
"Male","169"
