"Population by Single Year of Age","Number"
"0",""
"Female","283"
"Male","292"
"1",""
"Female","250"
"Male","243"
"10",""
"Female","409"
"Male","370"
"11",""
"Female","305"
"Male","325"
"12",""
"Female","373"
"Male","417"
"13",""
"Female","353"
"Male","335"
"14",""
"Female","363"
"Male","332"
"15",""
"Female","328"
"Male","313"
"16",""
"Female","368"
"Male","291"
"17",""
"Female","267"
"Male","262"
"18",""
"Female","345"
"Male","329"
"19",""
"Female","243"
"Male","223"
"2",""
"Female","295"
"Male","291"
"20",""
"Female","312"
"Male","221"
"21",""
"Female","213"
"Male","161"
"22",""
"Female","279"
"Male","227"
"23",""
"Female","214"
"Male","148"
"24",""
"Female","223"
"Male","177"
"25",""
"Female","308"
"Male","198"
"26",""
"Female","221"
"Male","178"
"27",""
"Female","175"
"Male","162"
"28",""
"Female","237"
"Male","244"
"29",""
"Female","113"
"Male","105"
"3",""
"Female","300"
"Male","350"
"30",""
"Female","293"
"Male","246"
"31",""
"Female","96"
"Male","95"
"32",""
"Female","179"
"Male","151"
"33",""
"Female","92"
"Male","81"
"34",""
"Female","110"
"Male","77"
"35",""
"Female","262"
"Male","282"
"36",""
"Female","129"
"Male","123"
"37",""
"Female","86"
"Male","81"
"38",""
"Female","111"
"Male","130"
"39",""
"Female","59"
"Male","76"
"4",""
"Female","336"
"Male","337"
"40",""
"Female","237"
"Male","193"
"41",""
"Female","86"
"Male","71"
"42",""
"Female","117"
"Male","109"
"43",""
"Female","54"
"Male","52"
"44",""
"Female","64"
"Male","62"
"45",""
"Female","216"
"Male","166"
"46",""
"Female","75"
"Male","84"
"47",""
"Female","52"
"Male","63"
"48",""
"Female","96"
"Male","93"
"49",""
"Female","64"
"Male","61"
"5",""
"Female","360"
"Male","367"
"50",""
"Female","193"
"Male","182"
"51",""
"Female","50"
"Male","65"
"52",""
"Female","77"
"Male","77"
"53",""
"Female","39"
"Male","56"
"54",""
"Female","30"
"Male","44"
"55",""
"Female","106"
"Male","142"
"56",""
"Female","40"
"Male","68"
"57",""
"Female","32"
"Male","40"
"58",""
"Female","85"
"Male","49"
"59",""
"Female","48"
"Male","35"
"6",""
"Female","360"
"Male","368"
"60",""
"Female","151"
"Male","159"
"61",""
"Female","30"
"Male","52"
"62",""
"Female","45"
"Male","52"
"63",""
"Female","21"
"Male","24"
"64",""
"Female","27"
"Male","20"
"65",""
"Female","88"
"Male","126"
"66",""
"Female","36"
"Male","31"
"67",""
"Female","22"
"Male","24"
"68",""
"Female","36"
"Male","52"
"69",""
"Female","9"
"Male","25"
"7",""
"Female","361"
"Male","377"
"70",""
"Female","70"
"Male","66"
"71",""
"Female","10"
"Male","12"
"72",""
"Female","17"
"Male","25"
"73",""
"Female","14"
"Male","13"
"74",""
"Female","10"
"Male","7"
"75",""
"Female","36"
"Male","39"
"76",""
"Female","13"
"Male","14"
"77",""
"Female","1"
"Male","3"
"78",""
"Female","7"
"Male","21"
"79",""
"Female","5"
"Male","3"
"8",""
"Female","378"
"Male","415"
"80",""
"Female","29"
"Male","22"
"81",""
"Female","6"
"Male","5"
"82",""
"Female","5"
"Male","6"
"83",""
"Female","2"
"Male","3"
"84",""
"Female","0"
"Male","1"
"85",""
"Female","30"
"Male","34"
"9",""
"Female","316"
"Male","324"
