"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","234"
"Cow Dung","12"
"Electricity Fuel","13"
"KeroseneFuel","6"
"LP Gas","182"
"Not Sated about Fuel","21"
"OthersFuel","1"
"Wood/FireWood","3160"
"Total","3629"
