"Population by Caste Ethinicity","Number"
"Badi",""
"Female","57"
"Male","57"
"","114"
"Brahman - Hill",""
"Female","2003"
"Male","1793"
"","3796"
"Chhetri",""
"Female","1267"
"Male","1078"
"","2345"
"Dalit Others",""
"Female","8"
"Male","7"
"","15"
"Damai/Dholi",""
"Female","136"
"Male","126"
"","262"
"Ghale",""
"Female","33"
"Male","24"
"","57"
"Gharti/Bhujel",""
"Female","10"
"Male","15"
"","25"
"Gurung",""
"Female","15"
"Male","14"
"","29"
"Kamar",""
"Female","22"
"Male","23"
"","45"
"Kami",""
"Female","165"
"Male","125"
"","290"
"Magar",""
"Female","707"
"Male","583"
"","1290"
"Newar",""
"Female","1063"
"Male","960"
"","2023"
"Others",""
"Female","21"
"Male","36"
"","57"
"Rai",""
"Female","2372"
"Male","1931"
"","4303"
"Sanyasi/Dasnami",""
"Female","28"
"Male","25"
"","53"
"Sarki",""
"Female","330"
"Male","300"
"","630"
"Tamang",""
"Female","745"
"Male","669"
"","1414"
"Thakuri",""
"Female","63"
"Male","41"
"","104"
