"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1"
"Cow Dung","303"
"Electricity","0"
"Kerosene","2"
"LP Gas","0"
"Not stated","4"
"Others","113"
"Wood/Firewood","45"
"Total","468"
