"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","5771"
"Male","4203"
"","9974"
"Brahman - Tarai",""
"Female","7"
"Male","5"
"","12"
"Chhetri",""
"Female","4201"
"Male","2991"
"","7192"
"Damai/Dholi",""
"Female","459"
"Male","327"
"","786"
"Gharti/Bhujel",""
"Female","38"
"Male","37"
"","75"
"Gurung",""
"Female","6"
"Male","15"
"","21"
"Kami",""
"Female","2493"
"Male","1890"
"","4383"
"Magar",""
"Female","2061"
"Male","1616"
"","3677"
"Newar",""
"Female","122"
"Male","84"
"","206"
"Others",""
"Female","29"
"Male","14"
"","43"
"Sanyasi/Dasnami",""
"Female","28"
"Male","22"
"","50"
"Sarki",""
"Female","939"
"Male","651"
"","1590"
"Terai Others",""
"Female","6"
"Male","5"
"","11"
"Thakuri",""
"Female","15"
"Male","9"
"","24"
