"Population by Single Year of Age","Number"
"0",""
"Female","293"
"Male","311"
"1",""
"Female","263"
"Male","312"
"10",""
"Female","516"
"Male","527"
"11",""
"Female","448"
"Male","434"
"12",""
"Female","543"
"Male","595"
"13",""
"Female","436"
"Male","445"
"14",""
"Female","514"
"Male","472"
"15",""
"Female","439"
"Male","448"
"16",""
"Female","466"
"Male","435"
"17",""
"Female","417"
"Male","321"
"18",""
"Female","504"
"Male","387"
"19",""
"Female","336"
"Male","263"
"2",""
"Female","332"
"Male","342"
"20",""
"Female","328"
"Male","230"
"21",""
"Female","371"
"Male","228"
"22",""
"Female","399"
"Male","268"
"23",""
"Female","313"
"Male","212"
"24",""
"Female","336"
"Male","295"
"25",""
"Female","399"
"Male","300"
"26",""
"Female","313"
"Male","224"
"27",""
"Female","267"
"Male","194"
"28",""
"Female","375"
"Male","266"
"29",""
"Female","155"
"Male","135"
"3",""
"Female","367"
"Male","344"
"30",""
"Female","436"
"Male","277"
"31",""
"Female","133"
"Male","115"
"32",""
"Female","272"
"Male","225"
"33",""
"Female","180"
"Male","146"
"34",""
"Female","160"
"Male","104"
"35",""
"Female","432"
"Male","329"
"36",""
"Female","248"
"Male","169"
"37",""
"Female","117"
"Male","120"
"38",""
"Female","212"
"Male","176"
"39",""
"Female","127"
"Male","114"
"4",""
"Female","401"
"Male","414"
"40",""
"Female","374"
"Male","316"
"41",""
"Female","104"
"Male","102"
"42",""
"Female","189"
"Male","182"
"43",""
"Female","114"
"Male","110"
"44",""
"Female","106"
"Male","97"
"45",""
"Female","286"
"Male","272"
"46",""
"Female","122"
"Male","101"
"47",""
"Female","97"
"Male","84"
"48",""
"Female","159"
"Male","149"
"49",""
"Female","81"
"Male","82"
"5",""
"Female","423"
"Male","481"
"50",""
"Female","262"
"Male","243"
"51",""
"Female","92"
"Male","88"
"52",""
"Female","111"
"Male","148"
"53",""
"Female","70"
"Male","79"
"54",""
"Female","72"
"Male","69"
"55",""
"Female","217"
"Male","188"
"56",""
"Female","95"
"Male","95"
"57",""
"Female","66"
"Male","80"
"58",""
"Female","100"
"Male","104"
"59",""
"Female","70"
"Male","58"
"6",""
"Female","426"
"Male","473"
"60",""
"Female","229"
"Male","194"
"61",""
"Female","68"
"Male","81"
"62",""
"Female","82"
"Male","71"
"63",""
"Female","53"
"Male","42"
"64",""
"Female","50"
"Male","34"
"65",""
"Female","174"
"Male","118"
"66",""
"Female","41"
"Male","45"
"67",""
"Female","34"
"Male","48"
"68",""
"Female","62"
"Male","62"
"69",""
"Female","21"
"Male","32"
"7",""
"Female","471"
"Male","413"
"70",""
"Female","106"
"Male","91"
"71",""
"Female","26"
"Male","28"
"72",""
"Female","37"
"Male","31"
"73",""
"Female","13"
"Male","23"
"74",""
"Female","11"
"Male","23"
"75",""
"Female","56"
"Male","43"
"76",""
"Female","12"
"Male","11"
"77",""
"Female","4"
"Male","9"
"78",""
"Female","15"
"Male","23"
"79",""
"Female","10"
"Male","11"
"8",""
"Female","493"
"Male","478"
"80",""
"Female","21"
"Male","20"
"81",""
"Female","2"
"Male","4"
"82",""
"Female","8"
"Male","8"
"83",""
"Female","5"
"Male","5"
"84",""
"Female","6"
"Male","6"
"85",""
"Female","23"
"Male","13"
"9",""
"Female","463"
"Male","417"
