"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","0"
"Cow Dung","4"
"Electricity","3"
"Kerosene","47"
"LP Gas","499"
"Not stated","124"
"Others","14"
"Wood/Firewood","6700"
"Total","7391"
