"Population by Five Years Age Group","Number"
"0-4",""
"Female","4467"
"Male","4644"
"10-14",""
"Female","6491"
"Male","6403"
"15-19",""
"Female","6398"
"Male","5860"
"20-24",""
"Female","5215"
"Male","3438"
"25-29",""
"Female","4219"
"Male","2755"
"30-34",""
"Female","3316"
"Male","2341"
"35-39",""
"Female","3164"
"Male","2174"
"40-44",""
"Female","3023"
"Male","2258"
"45-49",""
"Female","2667"
"Male","2339"
"50-54",""
"Female","2484"
"Male","2366"
"55-59",""
"Female","1879"
"Male","1791"
"5-9",""
"Female","5929"
"Male","6010"
"60-64",""
"Female","1596"
"Male","1514"
"65-69",""
"Female","1231"
"Male","1134"
"70-74",""
"Female","919"
"Male","915"
"75+",""
"Female","1428"
"Male","1209"
