"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","2"
"Cow Dung","0"
"Electricity Fuel","0"
"KeroseneFuel","20"
"LP Gas","7"
"Not Sated about Fuel","43"
"OthersFuel","1"
"Wood/FireWood","4378"
"Total","4451"
