"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","10"
"Cow Dung","0"
"Electricity Fuel","11"
"KeroseneFuel","25"
"LP Gas","418"
"Not Sated about Fuel","24"
"OthersFuel","2"
"Wood/FireWood","3939"
"Total","4429"
