"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","137"
"Male","141"
"","278"
"Chhetri",""
"Female","115"
"Male","130"
"","245"
"Dalit Others",""
"Female","57"
"Male","51"
"","108"
"Damai/Dholi",""
"Female","43"
"Male","37"
"","80"
"Gurung",""
"Female","57"
"Male","41"
"","98"
"Kami",""
"Female","261"
"Male","216"
"","477"
"Limbu",""
"Female","2691"
"Male","2383"
"","5074"
"Magar",""
"Female","71"
"Male","60"
"","131"
"Newar",""
"Female","56"
"Male","44"
"","100"
"Others",""
"Female","7"
"Male","12"
"","19"
"Rai",""
"Female","35"
"Male","35"
"","70"
"Sarki",""
"Female","22"
"Male","16"
"","38"
"Sherpa",""
"Female","1689"
"Male","1478"
"","3167"
"Sunuwar",""
"Female","38"
"Male","32"
"","70"
"Tamang",""
"Female","564"
"Male","518"
"","1082"
