"Population by Mother tongue","Number"
"Gurung",""
"Female","37"
"Male","30"
"","67"
"Limbu",""
"Female","2617"
"Male","2325"
"","4942"
"Magar",""
"Female","69"
"Male","58"
"","127"
"Maithili",""
"Female","1"
"Male","10"
"","11"
"Nepali",""
"Female","789"
"Male","688"
"","1477"
"Newar",""
"Female","41"
"Male","35"
"","76"
"Not Reported",""
"Female","7"
"Male","12"
"","19"
"Others",""
"Female","7"
"Male","5"
"","12"
"Rai",""
"Female","33"
"Male","37"
"","70"
"Sanskrit",""
"Female","8"
"Male","12"
"","20"
"Sherpa",""
"Female","1670"
"Male","1454"
"","3124"
"Sunuwar",""
"Female","9"
"Male","10"
"","19"
"Tamang",""
"Female","555"
"Male","518"
"","1073"
