"Population by Mother tongue","Number"
"Khaling",""
"Female","353"
"Male","349"
"","702"
"Kulung",""
"Female","101"
"Male","83"
"","184"
"Maithili",""
"Female","49"
"Male","55"
"","104"
"Nachhiring",""
"Female","1572"
"Male","1602"
"","3174"
"Nepali",""
"Female","2015"
"Male","1885"
"","3900"
"Not Reported",""
"Female","8"
"Male","4"
"","12"
"Others",""
"Female","29"
"Male","27"
"","56"
"Sherpa",""
"Female","265"
"Male","242"
"","507"
"Tamang",""
"Female","423"
"Male","434"
"","857"
"Thulung",""
"Female","15"
"Male","19"
"","34"
