"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","817"
"Male","649"
"","1466"
"Chhetri",""
"Female","2355"
"Male","1763"
"","4118"
"Damai/Dholi",""
"Female","223"
"Male","198"
"","421"
"Ghale",""
"Female","1467"
"Male","1007"
"","2474"
"Gharti/Bhujel",""
"Female","52"
"Male","38"
"","90"
"Gurung",""
"Female","1694"
"Male","1285"
"","2979"
"Kami",""
"Female","518"
"Male","440"
"","958"
"Magar",""
"Female","530"
"Male","413"
"","943"
"Musalman",""
"Female","6"
"Male","7"
"","13"
"Newar",""
"Female","601"
"Male","471"
"","1072"
"Others",""
"Female","16"
"Male","9"
"","25"
"Rai",""
"Female","33"
"Male","33"
"","66"
"Sarki",""
"Female","370"
"Male","258"
"","628"
"Tamang",""
"Female","3575"
"Male","2956"
"","6531"
