"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","67"
"Cow Dung","0"
"Electricity Fuel","0"
"KeroseneFuel","11"
"LP Gas","74"
"Not Sated about Fuel","9"
"OthersFuel","2"
"Wood/FireWood","4701"
"Total","4864"
