"Population by Five Years Age Group","Number"
"0-4",""
"Female","907"
"Male","966"
"10-14",""
"Female","1420"
"Male","1422"
"15-19",""
"Female","1240"
"Male","1100"
"20-24",""
"Female","1174"
"Male","672"
"25-29",""
"Female","1052"
"Male","538"
"30-34",""
"Female","826"
"Male","505"
"35-39",""
"Female","686"
"Male","516"
"40-44",""
"Female","586"
"Male","504"
"45-49",""
"Female","486"
"Male","428"
"50-54",""
"Female","488"
"Male","454"
"55-59",""
"Female","337"
"Male","397"
"5-9",""
"Female","1170"
"Male","1157"
"60-64",""
"Female","302"
"Male","287"
"65-69",""
"Female","206"
"Male","215"
"70-74",""
"Female","153"
"Male","174"
"75+",""
"Female","250"
"Male","222"
