"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","250"
"Cow Dung","4"
"Electricity","50"
"Kerosene","14"
"LP Gas","1899"
"Not stated","14"
"Others","6"
"Wood/Firewood","2674"
"Total","4911"
