"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","0"
"Cow Dung","0"
"Electricity Fuel","0"
"KeroseneFuel","0"
"LP Gas","0"
"Not Sated about Fuel","43"
"OthersFuel","0"
"Wood/FireWood","2778"
"Total","2821"
