"Population by Caste Ethinicity","Number"
"Badi",""
"Female","18"
"Male","19"
"","37"
"Bhote",""
"Female","121"
"Male","138"
"","259"
"Brahman - Hill",""
"Female","703"
"Male","710"
"","1413"
"Chhetri",""
"Female","4792"
"Male","4748"
"","9540"
"Dalit Others",""
"Female","745"
"Male","814"
"","1559"
"Damai/Dholi",""
"Female","128"
"Male","151"
"","279"
"Kami",""
"Female","608"
"Male","630"
"","1238"
"Others",""
"Female","9"
"Male","8"
"","17"
"Sanyasi/Dasnami",""
"Female","119"
"Male","130"
"","249"
"Sarki",""
"Female","88"
"Male","93"
"","181"
"Tamang",""
"Female","90"
"Male","99"
"","189"
"Terai Others",""
"Female","7"
"Male","9"
"","16"
"Thakuri",""
"Female","1059"
"Male","1080"
"","2139"
