"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","14"
"Male","6"
"","20"
"Danuwar",""
"Female","7134"
"Male","6016"
"","13150"
"Doteli",""
"Female","7"
"Male","4"
"","11"
"Gurung",""
"Female","30"
"Male","25"
"","55"
"Magar",""
"Female","3141"
"Male","2859"
"","6000"
"Maithili",""
"Female","1646"
"Male","1586"
"","3232"
"Majhi",""
"Female","352"
"Male","323"
"","675"
"Nepali",""
"Female","15699"
"Male","14416"
"","30115"
"Newar",""
"Female","363"
"Male","346"
"","709"
"Not Reported",""
"Female","21"
"Male","23"
"","44"
"Others",""
"Female","26"
"Male","25"
"","51"
"Rai",""
"Female","272"
"Male","277"
"","549"
"Sign Language",""
"Female","3"
"Male","11"
"","14"
"Sunuwar",""
"Female","906"
"Male","819"
"","1725"
"Tamang",""
"Female","4629"
"Male","4201"
"","8830"
"Thami",""
"Female","30"
"Male","30"
"","60"
"Tharu",""
"Female","16"
"Male","21"
"","37"
"Urdu",""
"Female","9"
"Male","16"
"","25"
