"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","57"
"Male","57"
"Brahman - Hill",""
"Female","2003"
"Male","1793"
"Chhetri",""
"Female","1267"
"Male","1078"
"Dalit Others",""
"Female","8"
"Male","7"
"Damai/Dholi",""
"Female","136"
"Male","126"
"Ghale",""
"Female","33"
"Male","24"
"Gharti/Bhujel",""
"Female","10"
"Male","15"
"Gurung",""
"Female","15"
"Male","14"
"Kamar",""
"Female","22"
"Male","23"
"Kami",""
"Female","165"
"Male","125"
"Magar",""
"Female","707"
"Male","583"
"Newar",""
"Female","1063"
"Male","960"
"Others",""
"Female","21"
"Male","36"
"Rai",""
"Female","2372"
"Male","1931"
"Sanyasi/Dasnami",""
"Female","28"
"Male","25"
"Sarki",""
"Female","330"
"Male","300"
"Tamang",""
"Female","745"
"Male","669"
"Thakuri",""
"Female","63"
"Male","41"
