"Population by Five Years Age Group","Number"
"0-4",""
"Female","629"
"Male","607"
"10-14",""
"Female","1072"
"Male","1046"
"15-19",""
"Female","1184"
"Male","933"
"20-24",""
"Female","933"
"Male","701"
"25-29",""
"Female","659"
"Male","457"
"30-34",""
"Female","557"
"Male","429"
"35-39",""
"Female","587"
"Male","406"
"40-44",""
"Female","519"
"Male","456"
"45-49",""
"Female","481"
"Male","406"
"50-54",""
"Female","395"
"Male","422"
"55-59",""
"Female","311"
"Male","382"
"5-9",""
"Female","765"
"Male","761"
"60-64",""
"Female","298"
"Male","267"
"65-69",""
"Female","223"
"Male","217"
"70-74",""
"Female","158"
"Male","179"
"75+",""
"Female","274"
"Male","252"
