"Population by Religion","Number"
"Bahai","2"
"Bon","218"
"Buddism","10127"
"Christianity","2087"
"Hindu","125507"
"Islam","3025"
"Jainism","2"
"Kirat","39"
"Prakriti","59"
"Sikhism","12"
"Undefined","184"
"Total","141262"
