"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","6560"
"Christianity","206"
"Hindu","9822"
"Islam","1"
"Jainism","0"
"Kirat","3"
"Prakriti","500"
"Sikhism","0"
"Undefined","48"
"Total","17140"
