"Population by Mother tongue","Number"
"Danuwar",""
"Female","335"
"Male","267"
"","602"
"Doteli",""
"Female","10"
"Male","8"
"","18"
"Limbu",""
"Female","10"
"Male","9"
"","19"
"Magahi",""
"Female","32"
"Male","29"
"","61"
"Maithili",""
"Female","25217"
"Male","23209"
"","48426"
"Nepali",""
"Female","437"
"Male","371"
"","808"
"Newar",""
"Female","43"
"Male","28"
"","71"
"Not Reported",""
"Female","241"
"Male","222"
"","463"
"Others",""
"Female","16"
"Male","9"
"","25"
"Sherpa",""
"Female","22"
"Male","19"
"","41"
"Sunuwar",""
"Female","118"
"Male","124"
"","242"
"Urdu",""
"Female","813"
"Male","787"
"","1600"
"Yakkha",""
"Female","5"
"Male","8"
"","13"
