"Population by Five Years Age Group","Number"
"0-4",""
"Female","1589"
"Male","1679"
"10-14",""
"Female","1571"
"Male","1521"
"15-19",""
"Female","1064"
"Male","1043"
"20-24",""
"Female","877"
"Male","762"
"25-29",""
"Female","682"
"Male","644"
"30-34",""
"Female","599"
"Male","549"
"35-39",""
"Female","535"
"Male","525"
"40-44",""
"Female","434"
"Male","422"
"45-49",""
"Female","371"
"Male","413"
"50-54",""
"Female","260"
"Male","316"
"55-59",""
"Female","259"
"Male","284"
"5-9",""
"Female","1785"
"Male","1763"
"60-64",""
"Female","339"
"Male","299"
"65-69",""
"Female","185"
"Male","159"
"70-74",""
"Female","111"
"Male","122"
"75+",""
"Female","103"
"Male","116"
