"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","433"
"Male","348"
"","781"
"Chhetri",""
"Female","4578"
"Male","3977"
"","8555"
"Dalit Others",""
"Female","5"
"Male","6"
"","11"
"Damai/Dholi",""
"Female","197"
"Male","173"
"","370"
"Gharti/Bhujel",""
"Female","402"
"Male","361"
"","763"
"Gurung",""
"Female","86"
"Male","82"
"","168"
"Hyolmo",""
"Female","270"
"Male","220"
"","490"
"Kami",""
"Female","276"
"Male","253"
"","529"
"Magar",""
"Female","148"
"Male","140"
"","288"
"Newar",""
"Female","362"
"Male","300"
"","662"
"Others",""
"Female","31"
"Male","28"
"","59"
"Rai",""
"Female","11"
"Male","9"
"","20"
"Sanyasi/Dasnami",""
"Female","16"
"Male","16"
"","32"
"Sarki",""
"Female","397"
"Male","285"
"","682"
"Sherpa",""
"Female","890"
"Male","733"
"","1623"
"Sunuwar",""
"Female","1146"
"Male","1005"
"","2151"
"Tamang",""
"Female","1520"
"Male","1341"
"","2861"
"Yadav",""
"Female","6"
"Male","7"
"","13"
