"Population by Mother tongue","Number"
"Hyolmo/Yholmo",""
"Female","270"
"Male","220"
"","490"
"Maithili",""
"Female","12"
"Male","14"
"","26"
"Nepali",""
"Female","7510"
"Male","6439"
"","13949"
"Newar",""
"Female","126"
"Male","97"
"","223"
"Not Reported",""
"Female","21"
"Male","20"
"","41"
"Others",""
"Female","13"
"Male","16"
"","29"
"Rai",""
"Female","5"
"Male","6"
"","11"
"Sherpa",""
"Female","615"
"Male","492"
"","1107"
"Sunuwar",""
"Female","1059"
"Male","922"
"","1981"
"Tamang",""
"Female","1143"
"Male","1058"
"","2201"
