"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","15"
"Cow Dung","3390"
"Electricity","2"
"Kerosene","87"
"LP Gas","217"
"Not stated","27"
"Others","173"
"Wood/Firewood","1315"
"Total","5226"
