"Population by Five Years Age Group","Number"
"0-4",""
"Female","1894"
"Male","1938"
"10-14",""
"Female","2043"
"Male","2150"
"15-19",""
"Female","1182"
"Male","1510"
"20-24",""
"Female","1191"
"Male","1005"
"25-29",""
"Female","1246"
"Male","906"
"30-34",""
"Female","1207"
"Male","792"
"35-39",""
"Female","1046"
"Male","860"
"40-44",""
"Female","827"
"Male","709"
"45-49",""
"Female","678"
"Male","677"
"50-54",""
"Female","519"
"Male","538"
"55-59",""
"Female","487"
"Male","499"
"5-9",""
"Female","2382"
"Male","2457"
"60-64",""
"Female","458"
"Male","443"
"65-69",""
"Female","282"
"Male","329"
"70-74",""
"Female","194"
"Male","226"
"75+",""
"Female","175"
"Male","176"
