"Population by Five Years Age Group","Number"
"0-4",""
"Female","6346"
"Male","6754"
"10-14",""
"Female","9596"
"Male","10180"
"15-19",""
"Female","9086"
"Male","7882"
"20-24",""
"Female","7958"
"Male","5330"
"25-29",""
"Female","7031"
"Male","4737"
"30-34",""
"Female","5615"
"Male","4219"
"35-39",""
"Female","4858"
"Male","4019"
"40-44",""
"Female","3930"
"Male","3500"
"45-49",""
"Female","3002"
"Male","2885"
"50-54",""
"Female","2698"
"Male","2630"
"55-59",""
"Female","1950"
"Male","2121"
"5-9",""
"Female","8300"
"Male","8819"
"60-64",""
"Female","1906"
"Male","1798"
"65-69",""
"Female","1240"
"Male","1349"
"70-74",""
"Female","797"
"Male","801"
"75+",""
"Female","752"
"Male","780"
