"Population by Single Year of Age","Number"
"0",""
"Female","1187"
"Male","1190"
"1",""
"Female","1134"
"Male","1275"
"10",""
"Female","2019"
"Male","2243"
"11",""
"Female","1674"
"Male","1740"
"12",""
"Female","2138"
"Male","2317"
"13",""
"Female","1826"
"Male","1881"
"14",""
"Female","1939"
"Male","1999"
"15",""
"Female","1841"
"Male","1788"
"16",""
"Female","1899"
"Male","1783"
"17",""
"Female","1824"
"Male","1522"
"18",""
"Female","2169"
"Male","1757"
"19",""
"Female","1353"
"Male","1032"
"2",""
"Female","1279"
"Male","1354"
"20",""
"Female","1869"
"Male","1182"
"21",""
"Female","1447"
"Male","994"
"22",""
"Female","1867"
"Male","1220"
"23",""
"Female","1401"
"Male","935"
"24",""
"Female","1374"
"Male","999"
"25",""
"Female","1938"
"Male","1146"
"26",""
"Female","1297"
"Male","917"
"27",""
"Female","1340"
"Male","907"
"28",""
"Female","1613"
"Male","1144"
"29",""
"Female","843"
"Male","623"
"3",""
"Female","1325"
"Male","1360"
"30",""
"Female","2049"
"Male","1402"
"31",""
"Female","682"
"Male","554"
"32",""
"Female","1251"
"Male","1031"
"33",""
"Female","827"
"Male","605"
"34",""
"Female","806"
"Male","627"
"35",""
"Female","1821"
"Male","1460"
"36",""
"Female","949"
"Male","743"
"37",""
"Female","638"
"Male","538"
"38",""
"Female","887"
"Male","772"
"39",""
"Female","563"
"Male","506"
"4",""
"Female","1421"
"Male","1575"
"40",""
"Female","1679"
"Male","1406"
"41",""
"Female","479"
"Male","474"
"42",""
"Female","790"
"Male","749"
"43",""
"Female","511"
"Male","476"
"44",""
"Female","471"
"Male","395"
"45",""
"Female","1229"
"Male","1115"
"46",""
"Female","465"
"Male","473"
"47",""
"Female","390"
"Male","366"
"48",""
"Female","566"
"Male","580"
"49",""
"Female","352"
"Male","351"
"5",""
"Female","1621"
"Male","1676"
"50",""
"Female","1283"
"Male","1100"
"51",""
"Female","326"
"Male","388"
"52",""
"Female","505"
"Male","561"
"53",""
"Female","302"
"Male","321"
"54",""
"Female","282"
"Male","260"
"55",""
"Female","697"
"Male","820"
"56",""
"Female","359"
"Male","390"
"57",""
"Female","291"
"Male","321"
"58",""
"Female","340"
"Male","353"
"59",""
"Female","263"
"Male","237"
"6",""
"Female","1551"
"Male","1655"
"60",""
"Female","914"
"Male","827"
"61",""
"Female","292"
"Male","289"
"62",""
"Female","309"
"Male","312"
"63",""
"Female","193"
"Male","170"
"64",""
"Female","198"
"Male","200"
"65",""
"Female","553"
"Male","486"
"66",""
"Female","175"
"Male","221"
"67",""
"Female","157"
"Male","208"
"68",""
"Female","254"
"Male","304"
"69",""
"Female","101"
"Male","130"
"7",""
"Female","1664"
"Male","1806"
"70",""
"Female","430"
"Male","357"
"71",""
"Female","78"
"Male","97"
"72",""
"Female","142"
"Male","151"
"73",""
"Female","81"
"Male","115"
"74",""
"Female","66"
"Male","81"
"75",""
"Female","187"
"Male","158"
"76",""
"Female","50"
"Male","81"
"77",""
"Female","55"
"Male","54"
"78",""
"Female","60"
"Male","86"
"79",""
"Female","43"
"Male","67"
"8",""
"Female","1822"
"Male","1962"
"80",""
"Female","111"
"Male","83"
"81",""
"Female","22"
"Male","33"
"82",""
"Female","45"
"Male","41"
"83",""
"Female","25"
"Male","29"
"84",""
"Female","24"
"Male","42"
"85",""
"Female","130"
"Male","106"
"9",""
"Female","1642"
"Male","1720"
