"Population by Mother tongue","Number"
"Avadhi",""
"Female","4"
"Male","11"
"Bhojpuri",""
"Female","53"
"Male","83"
"Chhantyal",""
"Female","90"
"Male","86"
"Gurung",""
"Female","15"
"Male","11"
"Hindi",""
"Female","383"
"Male","384"
"Kham",""
"Female","77"
"Male","59"
"Kumal",""
"Female","15"
"Male","5"
"Magar",""
"Female","552"
"Male","464"
"Maithili",""
"Female","32"
"Male","46"
"Nepali",""
"Female","56367"
"Male","49469"
"Newar",""
"Female","97"
"Male","92"
"Not Reported",""
"Female","39"
"Male","33"
"Others",""
"Female","16"
"Male","20"
"Tamang",""
"Female","8"
"Male","4"
"Tharu",""
"Female","17070"
"Male","15863"
"Urdu",""
"Female","35"
"Male","45"
