"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","27"
"Cow Dung","28"
"Electricity","0"
"Kerosene","8"
"LP Gas","8"
"Not stated","55"
"Others","6"
"Wood/Firewood","6172"
"Total","6304"
