"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1028"
"Cow Dung","10"
"Electricity Fuel","1"
"KeroseneFuel","9"
"LP Gas","334"
"Not Sated about Fuel","29"
"OthersFuel","6"
"Wood/FireWood","5911"
"Total","7328"
