"Population by Caste Ethinicity","Number"
"Badi",""
"Female","7"
"Male","6"
"","13"
"Bhote",""
"Female","87"
"Male","76"
"","163"
"Brahman - Hill",""
"Female","6162"
"Male","5239"
"","11401"
"Chhetri",""
"Female","1802"
"Male","1581"
"","3383"
"Dalit Others",""
"Female","54"
"Male","33"
"","87"
"Damai/Dholi",""
"Female","440"
"Male","372"
"","812"
"Danuwar",""
"Female","885"
"Male","816"
"","1701"
"Gharti/Bhujel",""
"Female","131"
"Male","134"
"","265"
"Gurung",""
"Female","242"
"Male","189"
"","431"
"Kami",""
"Female","429"
"Male","363"
"","792"
"Kathabaniyan",""
"Female","8"
"Male","4"
"","12"
"Magar",""
"Female","149"
"Male","109"
"","258"
"Majhi",""
"Female","167"
"Male","160"
"","327"
"Musalman",""
"Female","5"
"Male","12"
"","17"
"Newar",""
"Female","1087"
"Male","1020"
"","2107"
"Others",""
"Female","37"
"Male","39"
"","76"
"Rai",""
"Female","141"
"Male","123"
"","264"
"Sanyasi/Dasnami",""
"Female","152"
"Male","147"
"","299"
"Sarki",""
"Female","510"
"Male","473"
"","983"
"Sonar",""
"Female","27"
"Male","20"
"","47"
"Tamang",""
"Female","4707"
"Male","4303"
"","9010"
"Thakuri",""
"Female","104"
"Male","95"
"","199"
"Undefined Others",""
"Female","6"
"Male","6"
"","12"
