"Population by Religion","Number"
"Bahai","1"
"Bon","1"
"Buddism","8722"
"Christianity","522"
"Hindu","22845"
"Islam","17"
"Jainism","0"
"Kirat","2"
"Prakriti","553"
"Sikhism","0"
"Undefined","105"
"Total","32768"
