"Population by Caste Ethinicity","Number"
"Badi",""
"Female","6"
"Male","7"
"","13"
"Brahman - Hill",""
"Female","1668"
"Male","1363"
"","3031"
"Chhetri",""
"Female","3606"
"Male","2712"
"","6318"
"Damai/Dholi",""
"Female","467"
"Male","394"
"","861"
"Gurung",""
"Female","19"
"Male","11"
"","30"
"Kami",""
"Female","1623"
"Male","1216"
"","2839"
"Lohar",""
"Female","56"
"Male","46"
"","102"
"Magar",""
"Female","31"
"Male","27"
"","58"
"Newar",""
"Female","35"
"Male","27"
"","62"
"Others",""
"Female","17"
"Male","13"
"","30"
"Rai",""
"Female","7"
"Male","9"
"","16"
"Sanyasi/Dasnami",""
"Female","43"
"Male","45"
"","88"
"Sarki",""
"Female","261"
"Male","222"
"","483"
"Sherpa",""
"Female","12"
"Male","5"
"","17"
"Thakuri",""
"Female","697"
"Male","448"
"","1145"
