"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","39"
"Christianity","16"
"Hindu","15052"
"Islam","0"
"Jainism","0"
"Kirat","2"
"Prakriti","0"
"Sikhism","0"
"Undefined","0"
"Total","15109"
