"Population by Five Years Age Group","Number"
"0-4",""
"Female","7053"
"Male","7367"
"10-14",""
"Female","7821"
"Male","8751"
"15-19",""
"Female","5289"
"Male","6679"
"20-24",""
"Female","5038"
"Male","4842"
"25-29",""
"Female","4748"
"Male","4792"
"30-34",""
"Female","4347"
"Male","4042"
"35-39",""
"Female","3717"
"Male","3982"
"40-44",""
"Female","2891"
"Male","3270"
"45-49",""
"Female","2357"
"Male","2717"
"50-54",""
"Female","1829"
"Male","2092"
"55-59",""
"Female","1645"
"Male","1673"
"5-9",""
"Female","8907"
"Male","9531"
"60-64",""
"Female","1549"
"Male","1700"
"65-69",""
"Female","1066"
"Male","1205"
"70-74",""
"Female","673"
"Male","794"
"75+",""
"Female","454"
"Male","542"
