"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","4"
"Cow Dung","1876"
"Electricity Fuel","1"
"KeroseneFuel","80"
"LP Gas","1501"
"Not Sated about Fuel","73"
"OthersFuel","55"
"Wood/FireWood","4322"
"Total","7912"
