"Number of households by type of outer wall","Number"
"BambooWall","2490"
"Cement Bonded Bricks/Stone Wall","4092"
"Mud Bonded Bricks/Stone Wall","1000"
"Not Stated about Wall","98"
"Other Type Wall","109"
"Unbaked Bricks","21"
"Wood/Planks","102"
"Total","7912"
