"Population by Mother tongue","Number"
"Bajjika",""
"Female","9833"
"Male","10686"
"","20519"
"Bhojpuri",""
"Female","44"
"Male","36"
"","80"
"Hindi",""
"Female","71"
"Male","93"
"","164"
"Hyolmo/Yholmo",""
"Female","85"
"Male","86"
"","171"
"Limbu",""
"Female","7"
"Male","5"
"","12"
"Magahi",""
"Female","13"
"Male","12"
"","25"
"Maithili",""
"Female","7801"
"Male","8254"
"","16055"
"Nepali",""
"Female","472"
"Male","483"
"","955"
"Newar",""
"Female","78"
"Male","67"
"","145"
"Not Reported",""
"Female","178"
"Male","187"
"","365"
"Others",""
"Female","26"
"Male","19"
"","45"
"Rajsthani",""
"Female","60"
"Male","61"
"","121"
"Urdu",""
"Female","4027"
"Male","3832"
"","7859"
