"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1"
"Cow Dung","7"
"Electricity","2"
"Kerosene","5"
"LP Gas","1"
"Not stated","14"
"Others","1"
"Wood/Firewood","3716"
"Total","3747"
