"Population by Five Years Age Group","Number"
"0-4",""
"Female","1432"
"Male","1514"
"10-14",""
"Female","1507"
"Male","1524"
"15-19",""
"Female","1159"
"Male","1014"
"20-24",""
"Female","983"
"Male","788"
"25-29",""
"Female","787"
"Male","637"
"30-34",""
"Female","689"
"Male","536"
"35-39",""
"Female","629"
"Male","525"
"40-44",""
"Female","525"
"Male","470"
"45-49",""
"Female","451"
"Male","396"
"50-54",""
"Female","348"
"Male","346"
"55-59",""
"Female","309"
"Male","312"
"5-9",""
"Female","1434"
"Male","1573"
"60-64",""
"Female","330"
"Male","284"
"65-69",""
"Female","251"
"Male","194"
"70-74",""
"Female","133"
"Male","137"
"75+",""
"Female","172"
"Male","121"
