"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","5881"
"Cow Dung","88"
"Electricity Fuel","140"
"KeroseneFuel","666"
"LP Gas","36412"
"Not Sated about Fuel","284"
"OthersFuel","269"
"Wood/FireWood","25295"
"Total","69035"
