"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","3"
"Male","9"
"","12"
"Gurung",""
"Female","214"
"Male","227"
"","441"
"Kham",""
"Female","12"
"Male","10"
"","22"
"Magar",""
"Female","11"
"Male","12"
"","23"
"Nepali",""
"Female","134"
"Male","199"
"","333"
"Newar",""
"Female","15"
"Male","16"
"","31"
"Others",""
"Female","6"
"Male","13"
"","19"
"Sherpa",""
"Female","116"
"Male","89"
"","205"
"Tamang",""
"Female","15"
"Male","13"
"","28"
"Thakali",""
"Female","6"
"Male","9"
"","15"
