"Population by Caste Ethinicity","Number"
"Bhote",""
"Female","123"
"Male","92"
"","215"
"Brahman - Hill",""
"Female","11"
"Male","45"
"","56"
"Chhetri",""
"Female","15"
"Male","31"
"","46"
"Damai/Dholi",""
"Female","6"
"Male","15"
"","21"
"Ghale",""
"Female","49"
"Male","48"
"","97"
"Gurung",""
"Female","195"
"Male","205"
"","400"
"Kami",""
"Female","27"
"Male","30"
"","57"
"Magar",""
"Female","36"
"Male","39"
"","75"
"Newar",""
"Female","29"
"Male","32"
"","61"
"Others",""
"Female","14"
"Male","24"
"","38"
"Sarki",""
"Female","2"
"Male","10"
"","12"
"Tamang",""
"Female","18"
"Male","17"
"","35"
"Thakali",""
"Female","7"
"Male","9"
"","16"
