"Number of households by type of outer wall","Number"
"BambooWall","3449"
"Cement Bonded Bricks/Stone Wall","1236"
"Mud Bonded Bricks/Stone Wall","66"
"Not Stated about Wall","21"
"Other Type Wall","1"
"Unbaked Bricks","2"
"Wood/Planks","86"
"Total","4861"
