"Population by Caste Ethinicity","Number"
"Bhote",""
"Female","12"
"Male","16"
"","28"
"Brahman - Hill",""
"Female","281"
"Male","258"
"","539"
"Chhetri",""
"Female","1441"
"Male","1287"
"","2728"
"Damai/Dholi",""
"Female","151"
"Male","123"
"","274"
"Danuwar",""
"Female","44"
"Male","47"
"","91"
"Gharti/Bhujel",""
"Female","99"
"Male","104"
"","203"
"Gurung",""
"Female","151"
"Male","156"
"","307"
"Hyolmo",""
"Female","597"
"Male","543"
"","1140"
"Kami",""
"Female","401"
"Male","346"
"","747"
"Magar",""
"Female","18"
"Male","32"
"","50"
"Newar",""
"Female","471"
"Male","482"
"","953"
"Others",""
"Female","25"
"Male","47"
"","72"
"Sanyasi/Dasnami",""
"Female","378"
"Male","353"
"","731"
"Sarki",""
"Female","173"
"Male","206"
"","379"
"Sherpa",""
"Female","68"
"Male","67"
"","135"
"Tamang",""
"Female","5930"
"Male","6516"
"","12446"
"Thakuri",""
"Female","14"
"Male","11"
"","25"
"Yadav",""
"Female","1"
"Male","11"
"","12"
