"Population by Religion","Number"
"Bahai","0"
"Bon","3"
"Buddism","14091"
"Christianity","318"
"Hindu","6514"
"Islam","2"
"Jainism","0"
"Kirat","4"
"Prakriti","19"
"Sikhism","0"
"Undefined","35"
"Total","20986"
