"Population by Single Year of Age","Number"
"0",""
"Female","1888"
"Male","2318"
"1",""
"Female","1775"
"Male","2109"
"10",""
"Female","2782"
"Male","3313"
"11",""
"Female","2559"
"Male","2882"
"12",""
"Female","3008"
"Male","3444"
"13",""
"Female","3183"
"Male","3339"
"14",""
"Female","3238"
"Male","3643"
"15",""
"Female","3229"
"Male","3480"
"16",""
"Female","3380"
"Male","3685"
"17",""
"Female","3094"
"Male","3481"
"18",""
"Female","3463"
"Male","4103"
"19",""
"Female","2841"
"Male","3038"
"2",""
"Female","1881"
"Male","2057"
"20",""
"Female","4089"
"Male","4095"
"21",""
"Female","2988"
"Male","3205"
"22",""
"Female","4127"
"Male","4209"
"23",""
"Female","3344"
"Male","3148"
"24",""
"Female","3612"
"Male","3344"
"25",""
"Female","4190"
"Male","3792"
"26",""
"Female","3241"
"Male","2969"
"27",""
"Female","3059"
"Male","2861"
"28",""
"Female","3763"
"Male","3614"
"29",""
"Female","2003"
"Male","2150"
"3",""
"Female","1695"
"Male","1889"
"30",""
"Female","4685"
"Male","4137"
"31",""
"Female","1731"
"Male","1997"
"32",""
"Female","3057"
"Male","2920"
"33",""
"Female","2180"
"Male","2131"
"34",""
"Female","2277"
"Male","2229"
"35",""
"Female","3904"
"Male","3934"
"36",""
"Female","2227"
"Male","2166"
"37",""
"Female","1690"
"Male","1836"
"38",""
"Female","2521"
"Male","2429"
"39",""
"Female","1405"
"Male","1533"
"4",""
"Female","1958"
"Male","2252"
"40",""
"Female","3581"
"Male","3664"
"41",""
"Female","1125"
"Male","1362"
"42",""
"Female","1951"
"Male","2303"
"43",""
"Female","1323"
"Male","1405"
"44",""
"Female","1313"
"Male","1434"
"45",""
"Female","2476"
"Male","2627"
"46",""
"Female","1224"
"Male","1280"
"47",""
"Female","993"
"Male","1162"
"48",""
"Female","1494"
"Male","1544"
"49",""
"Female","933"
"Male","924"
"5",""
"Female","2119"
"Male","2426"
"50",""
"Female","2287"
"Male","2136"
"51",""
"Female","650"
"Male","788"
"52",""
"Female","1072"
"Male","1169"
"53",""
"Female","745"
"Male","751"
"54",""
"Female","745"
"Male","810"
"55",""
"Female","1451"
"Male","1409"
"56",""
"Female","838"
"Male","801"
"57",""
"Female","617"
"Male","702"
"58",""
"Female","833"
"Male","851"
"59",""
"Female","461"
"Male","467"
"6",""
"Female","2230"
"Male","2423"
"60",""
"Female","1605"
"Male","1283"
"61",""
"Female","500"
"Male","508"
"62",""
"Female","635"
"Male","597"
"63",""
"Female","439"
"Male","444"
"64",""
"Female","528"
"Male","441"
"65",""
"Female","1147"
"Male","859"
"66",""
"Female","526"
"Male","464"
"67",""
"Female","503"
"Male","450"
"68",""
"Female","585"
"Male","657"
"69",""
"Female","284"
"Male","306"
"7",""
"Female","2364"
"Male","2512"
"70",""
"Female","930"
"Male","747"
"71",""
"Female","276"
"Male","268"
"72",""
"Female","478"
"Male","407"
"73",""
"Female","320"
"Male","306"
"74",""
"Female","261"
"Male","258"
"75",""
"Female","580"
"Male","496"
"76",""
"Female","269"
"Male","303"
"77",""
"Female","290"
"Male","222"
"78",""
"Female","374"
"Male","329"
"79",""
"Female","136"
"Male","136"
"8",""
"Female","2412"
"Male","2780"
"80",""
"Female","318"
"Male","224"
"81",""
"Female","106"
"Male","91"
"82",""
"Female","170"
"Male","136"
"83",""
"Female","112"
"Male","96"
"84",""
"Female","140"
"Male","131"
"85",""
"Female","692"
"Male","476"
"9",""
"Female","2259"
"Male","2787"
