"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","2033"
"Cow Dung","24841"
"Electricity Fuel","37"
"KeroseneFuel","1047"
"LP Gas","5117"
"Not Sated about Fuel","1165"
"OthersFuel","1350"
"Wood/FireWood","73010"
"Total","108600"
