"Population by Mother tongue","Number"
"Bajjika",""
"Female","32"
"Male","31"
"","63"
"Bangla",""
"Female","13"
"Male","21"
"","34"
"Bantawa",""
"Female","20"
"Male","26"
"","46"
"Bhojpuri",""
"Female","239441"
"Male","255599"
"","495040"
"Chamling",""
"Female","4"
"Male","7"
"","11"
"Chepang",""
"Female","73"
"Male","62"
"","135"
"Chhantyal",""
"Female","12"
"Male","3"
"","15"
"Danuwar",""
"Female","112"
"Male","98"
"","210"
"Doteli",""
"Female","107"
"Male","88"
"","195"
"Ghale",""
"Female","59"
"Male","60"
"","119"
"Gurung",""
"Female","218"
"Male","206"
"","424"
"Hindi",""
"Female","191"
"Male","271"
"","462"
"Limbu",""
"Female","108"
"Male","87"
"","195"
"Magar",""
"Female","1541"
"Male","1518"
"","3059"
"Maithili",""
"Female","12664"
"Male","13459"
"","26123"
"Majhi",""
"Female","63"
"Male","62"
"","125"
"Nepali",""
"Female","33559"
"Male","31560"
"","65119"
"Newar",""
"Female","1436"
"Male","1409"
"","2845"
"Not Reported",""
"Female","661"
"Male","710"
"","1371"
"Others",""
"Female","294"
"Male","178"
"","472"
"Rai",""
"Female","360"
"Male","343"
"","703"
"Rajsthani",""
"Female","51"
"Male","66"
"","117"
"Sanskrit",""
"Female","7"
"Male","7"
"","14"
"Santhali",""
"Female","7"
"Male","8"
"","15"
"Sherpa",""
"Female","10"
"Male","5"
"","15"
"Sunuwar",""
"Female","40"
"Male","37"
"","77"
"Tamang",""
"Female","12736"
"Male","11750"
"","24486"
"Tharu",""
"Female","26180"
"Male","25434"
"","51614"
"Uranw/Urau",""
"Female","365"
"Male","349"
"","714"
"Urdu",""
"Female","5803"
"Male","5804"
"","11607"
"Yakkha",""
"Female","212"
"Male","194"
"","406"
