"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","10"
"Cow Dung","2"
"Electricity Fuel","0"
"KeroseneFuel","16"
"LP Gas","44"
"Not Sated about Fuel","14"
"OthersFuel","2"
"Wood/FireWood","3569"
"Total","3657"
