"Population by Caste Ethinicity","Number"
"Badi",""
"Female","7"
"Male","4"
"","11"
"Brahman - Hill",""
"Female","102"
"Male","132"
"","234"
"Chhetri",""
"Female","4008"
"Male","3704"
"","7712"
"Damai/Dholi",""
"Female","329"
"Male","337"
"","666"
"Kami",""
"Female","1139"
"Male","1041"
"","2180"
"Magar",""
"Female","3403"
"Male","3059"
"","6462"
"Musalman",""
"Female","4"
"Male","11"
"","15"
"Others",""
"Female","30"
"Male","21"
"","51"
"Sanyasi/Dasnami",""
"Female","99"
"Male","91"
"","190"
"Sarki",""
"Female","146"
"Male","133"
"","279"
"Teli",""
"Female","6"
"Male","5"
"","11"
"Terai Others",""
"Female","24"
"Male","11"
"","35"
"Thakuri",""
"Female","184"
"Male","158"
"","342"
"Tharu",""
"Female","5"
"Male","11"
"","16"
