"Population by Religion","Number"
"Bahai","0"
"Bon","1"
"Buddism","1823"
"Christianity","28"
"Hindu","12571"
"Islam","41"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","47"
"Total","14511"
