"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","1334"
"Male","956"
"","2290"
"Chhantyal/Chhantel",""
"Female","63"
"Male","61"
"","124"
"Chhetri",""
"Female","1720"
"Male","1280"
"","3000"
"Damai/Dholi",""
"Female","468"
"Male","327"
"","795"
"Gharti/Bhujel",""
"Female","22"
"Male","23"
"","45"
"Gurung",""
"Female","70"
"Male","58"
"","128"
"Kami",""
"Female","1083"
"Male","760"
"","1843"
"Magar",""
"Female","2894"
"Male","2205"
"","5099"
"Musalman",""
"Female","19"
"Male","22"
"","41"
"Newar",""
"Female","9"
"Male","11"
"","20"
"Others",""
"Female","17"
"Male","17"
"","34"
"Sanyasi/Dasnami",""
"Female","15"
"Male","12"
"","27"
"Sarki",""
"Female","614"
"Male","432"
"","1046"
