"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","2"
"Cow Dung","4"
"Electricity","0"
"Kerosene","3"
"LP Gas","3"
"Not stated","4"
"Others","0"
"Wood/Firewood","3490"
"Total","3506"
