"Population by Caste/Ethinicity","Number"
"Bhote",""
"Female","216"
"Male","188"
"Bote",""
"Female","6"
"Male","7"
"Brahman - Hill",""
"Female","18"
"Male","129"
"Chhetri",""
"Female","22"
"Male","68"
"Damai/Dholi",""
"Female","19"
"Male","34"
"Ghale",""
"Female","206"
"Male","208"
"Gurung",""
"Female","1655"
"Male","1672"
"Kami",""
"Female","105"
"Male","116"
"Magar",""
"Female","61"
"Male","74"
"Newar",""
"Female","39"
"Male","47"
"Others",""
"Female","29"
"Male","62"
"Rai",""
"Female","15"
"Male","16"
"Sarki",""
"Female","2"
"Male","10"
"Sherpa",""
"Female","7"
"Male","9"
"Tamang",""
"Female","391"
"Male","345"
"Thakali",""
"Female","21"
"Male","30"
