"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","3"
"Male","9"
"Bote",""
"Female","6"
"Male","7"
"Gurung",""
"Female","1806"
"Male","1825"
"Kham",""
"Female","12"
"Male","10"
"Magar",""
"Female","30"
"Male","42"
"Nepali",""
"Female","376"
"Male","570"
"Newar",""
"Female","23"
"Male","27"
"Others",""
"Female","39"
"Male","57"
"Rai",""
"Female","8"
"Male","5"
"Sherpa",""
"Female","245"
"Male","186"
"Sign Language",""
"Female","9"
"Male","8"
"Tamang",""
"Female","235"
"Male","239"
"Thakali",""
"Female","20"
"Male","30"
